Year,Make,Model,Price,Location,Mileage,Fuel Type,URL
2015,Ford,Falcon,"$62,988*Excl. Govt. Charges","Bentley , WA","24,049 km",Petrol,drive.com.au/cars-for-sale/car/969462073/
2016,Mazda,3,"$22,880*Excl. Govt. Charges","Zetland, NSW","49,811 km",Petrol,drive.com.au/cars-for-sale/car/969462023/
2020,Mercedes-Benz,C-Class,"$55,769*Excl. Govt. Charges","Bentley , WA","35,940 km",Petrol,drive.com.au/cars-for-sale/car/969462079/
2017,Isuzu,MU-X,"$38,990*Excl. Govt. Charges","Eagle Farm, QLD","49,677 km",Diesel,drive.com.au/cars-for-sale/car/969462026/
2023,Ford,Ranger,"$80,999*Excl. Govt. Charges","Bentley , WA","8,183 km",Diesel,drive.com.au/cars-for-sale/car/969462085/
2018,Holden,Colorado,"$37,980Drive Away","Acacia Ridge, QLD","55,054 km",Diesel,drive.com.au/cars-for-sale/car/969462033/
2023,Mitsubishi,Outlander,"$45,900Drive Away","Robina, QLD",7 km,Petrol,drive.com.au/cars-for-sale/car/969462046/
2016,BMW,X5,"$38,569Drive Away","Edgewater, WA","99,693 km",Diesel,drive.com.au/cars-for-sale/car/969462108/
2018,Audi,Q2,"$21,990*Excl. Govt. Charges","Midland, WA","122,000 km",Petrol,drive.com.au/cars-for-sale/car/969462122/
2022,Isuzu,MU-X,"$66,640Drive Away","Indooroopilly, QLD",20 km,Diesel,drive.com.au/cars-for-sale/car/969462062/
2017,Toyota,Kluger,"$33,660*Excl. Govt. Charges","Eagle Farm, QLD","103,753 km",Petrol,drive.com.au/cars-for-sale/car/969462128/
2023,Toyota,Hilux,"$63,988*Excl. Govt. Charges","Bentley , WA",151 km,Diesel,drive.com.au/cars-for-sale/car/969462070/
2019,Toyota,Hilux,"$40,990*Excl. Govt. Charges","Eagle Farm, QLD","121,216 km",Diesel,drive.com.au/cars-for-sale/car/969462134/
2015,Nissan,Navara,"$31,048Drive Away","Edgewater, WA","108,889 km",Diesel,drive.com.au/cars-for-sale/car/969462101/
2020,Mazda,CX-5,"$31,990*Excl. Govt. Charges","Eagle Farm, QLD","82,302 km",Petrol,drive.com.au/cars-for-sale/car/969462135/
2016,Nissan,Navara,"$34,081Drive Away","Mile End South, SA","101,747 km",Diesel,drive.com.au/cars-for-sale/car/969462112/
2023,Isuzu,D-MAX,"$65,988*Excl. Govt. Charges","Bentley , WA",50 km,Diesel,drive.com.au/cars-for-sale/car/969462152/
2018,Ford,Escape,"$26,990*Excl. Govt. Charges","Midland, WA","52,961 km",Petrol,drive.com.au/cars-for-sale/car/969462121/
2018,Nissan,QASHQAI,"$26,990*Excl. Govt. Charges","Eagle Farm, QLD","81,394 km",Petrol,drive.com.au/cars-for-sale/car/969462126/
2017,Jeep,Grand Cherokee,"$27,888*Excl. Govt. Charges","Melville, WA","120,571 km",Diesel,drive.com.au/cars-for-sale/car/969462148/
2018,Toyota,Hiace,"$57,977*Excl. Govt. Charges","Bentley , WA","68,669 km",Diesel,drive.com.au/cars-for-sale/car/969462149/
2015,Ford,Ranger,"$38,888*Excl. Govt. Charges","Canning Vale, WA","54,776 km",Diesel,drive.com.au/cars-for-sale/car/969462163/
2022,Toyota,C-HR,"$29,860Drive Away","Derwent Park, TAS","71,068 km",Petrol,drive.com.au/cars-for-sale/car/969461859/
2018,SKODA,Octavia,"$15,990*Excl. Govt. Charges","Albion Park Rail, NSW","117,995 km",Petrol,drive.com.au/cars-for-sale/car/969461890/
2018,Toyota,Hilux,"$27,990*Excl. Govt. Charges","AVAILABLE FOR NSW DELIVERY ONLY, NSW","32,783 km",Petrol,drive.com.au/cars-for-sale/car/969461863/
2018,Audi,A4,"$36,477Drive Away","Midland, WA","75,385 km",Petrol,drive.com.au/cars-for-sale/car/969461900/
2017,Mitsubishi,Outlander,"$24,990Drive Away",Helensvale,"114,748 km",Petrol,drive.com.au/cars-for-sale/car/969461868/
2017,Hyundai,Tucson,"$19,990*Excl. Govt. Charges","AVAILABLE FOR NSW DELIVERY ONLY, NSW","135,977 km",Diesel,drive.com.au/cars-for-sale/car/969461865/
2020,Nissan,Pathfinder,"$34,999Drive Away","Docklands, VIC","99,005 km",Petrol,drive.com.au/cars-for-sale/car/969461880/
2021,Ford,Ranger,"$55,370Drive Away","Midland, WA","58,010 km",Diesel,drive.com.au/cars-for-sale/car/969461902/
2022,MG,ZST,"$22,790*Excl. Govt. Charges","Albion Park Rail, NSW","9,751 km",Petrol,drive.com.au/cars-for-sale/car/969461889/
2017,Hyundai,Kona,"$22,650Drive Away","Beaudesert , QLD","76,479 km",Petrol,drive.com.au/cars-for-sale/car/969461905/
2017,Mercedes-Benz,GLE-Class,"$85,190Drive Away","Midland, WA","106,579 km",Petrol,drive.com.au/cars-for-sale/car/969461899/
2018,Hyundai,Kona,"$23,956Drive Away","Laverton North, VIC","46,241 km",Petrol,drive.com.au/cars-for-sale/car/969461919/
2016,Honda,CR-V,"$23,018Drive Away","Laverton North, VIC","133,948 km",Petrol,drive.com.au/cars-for-sale/car/969461922/
2020,Hyundai,Venue,"$21,929Drive Away","Morningside, QLD","74,190 km",Petrol,drive.com.au/cars-for-sale/car/969461909/
2013,Mazda,CX-5,"$14,410Drive Away","Caboolture, QLD","211,534 km",Diesel,drive.com.au/cars-for-sale/car/969461978/
2022,Mazda,CX-5,"$46,567Drive Away","Laverton North, VIC","8,644 km",Petrol,drive.com.au/cars-for-sale/car/969461916/
2006,Toyota,Landcruiser Prado,"$17,201Drive Away","Caboolture, QLD","378,972 km",Diesel,drive.com.au/cars-for-sale/car/969461979/
2023,Mitsubishi,Triton,"$65,740Drive Away","Robina, QLD",11 km,Diesel,drive.com.au/cars-for-sale/car/969461944/
2018,Honda,HR-V,"$22,393Drive Away","Laverton North, VIC","116,667 km",Petrol,drive.com.au/cars-for-sale/car/969461924/
2018,Holden,Colorado,"$37,980Drive Away","Acacia Ridge, QLD","55,054 km",Diesel,drive.com.au/cars-for-sale/car/969461958/
2021,Mitsubishi,Pajero Sport,"$48,234Drive Away","Laverton North, VIC","33,968 km",Diesel,drive.com.au/cars-for-sale/car/969461925/
2012,Ford,Ranger,"$21,888*Excl. Govt. Charges","Melville, WA","264,001 km",Diesel,drive.com.au/cars-for-sale/car/969461961/
2010,BMW,X5,"$22,760Drive Away","Caboolture, QLD","126,215 km",Petrol,drive.com.au/cars-for-sale/car/969461980/
2018,Holden,Colorado,"$32,950Drive Away","Erina, NSW","89,667 km",Diesel,drive.com.au/cars-for-sale/car/969461962/
1999,Toyota,Landcruiser,"$19,561Drive Away","Caboolture, QLD","236,192 km",Petrol,drive.com.au/cars-for-sale/car/969461981/
2021,Mitsubishi,Triton,"$53,990Drive Away","Cairns, QLD","21,049 km",Diesel,drive.com.au/cars-for-sale/car/969461964/
2012,Mazda,BT-50,"$16,789Drive Away","Caboolture, QLD","150,527 km",Diesel,drive.com.au/cars-for-sale/car/969461982/
2019,Honda,Civic,"$28,990Drive Away","Cairns, QLD","39,314 km",Petrol,drive.com.au/cars-for-sale/car/969461965/
2017,Mitsubishi,Triton,"$23,899*Excl. Govt. Charges","Canning Vale, WA","145,389 km",Diesel,drive.com.au/cars-for-sale/car/969461970/
2016,Holden,Commodore,"$22,655Drive Away","Minchinbury, NSW","203,194 km",Petrol,drive.com.au/cars-for-sale/car/969461973/
2022,Toyota,C-HR,"$31,888*Excl. Govt. Charges","Canning Vale, WA","62,725 km",Petrol,drive.com.au/cars-for-sale/car/969461990/
2008,Toyota,RAV4,"$9,888Drive Away","Caboolture, QLD","242,983 km",Petrol,drive.com.au/cars-for-sale/car/969461977/
2017,Toyota,Landcruiser,"$67,999*Excl. Govt. Charges","Canning Vale, WA","92,374 km",Diesel,drive.com.au/cars-for-sale/car/969461986/
2023,Honda,Civic,"$69,490*Excl. Govt. Charges","AVAILABLE FOR NSW DELIVERY ONLY, NSW","8,270 km",Petrol,drive.com.au/cars-for-sale/car/969461993/
2014,Mercedes-Benz,A-Class,"$26,696*Excl. Govt. Charges","Maddington, WA","112,353 km",Petrol,drive.com.au/cars-for-sale/car/969461773/
2005,Mazda,MX-5,"$23,680Drive Away","Moorooka QLD, QLD","83,468 km",Petrol,drive.com.au/cars-for-sale/car/969461669/
2021,Hyundai,Tucson,"$37,852*Excl. Govt. Charges","Maddington, WA","37,145 km",Petrol,drive.com.au/cars-for-sale/car/969461774/
2016,Toyota,Camry,"$13,990Drive Away","Aspley, QLD","197,366 km",Petrol,drive.com.au/cars-for-sale/car/969461673/
2014,Mercedes-Benz,A-Class,"$26,696*Excl. Govt. Charges","Maddington, WA","112,353 km",Petrol,drive.com.au/cars-for-sale/car/969461778/
2022,Toyota,RAV4,"$42,990Drive Away","Laverton North, VIC","20,900 km",Petrol,drive.com.au/cars-for-sale/car/969461682/
2021,Hyundai,Tucson,"$37,852*Excl. Govt. Charges","Maddington, WA","37,145 km",Petrol,drive.com.au/cars-for-sale/car/969461779/
2014,Holden,Trax,"$13,380Drive Away","Erina, NSW","88,422 km",Petrol,drive.com.au/cars-for-sale/car/969461814/
2016,Porsche,Macan,"$85,000*Excl. Govt. Charges","Melville, WA","86,712 km",Petrol,drive.com.au/cars-for-sale/car/969461690/
2010,Kia,Rio,"$8,755Drive Away","Casino, NSW","89,624 km",Petrol,drive.com.au/cars-for-sale/car/969461691/
2023,Mitsubishi,Eclipse Cross,"$38,100Drive Away","Phillip, ACT",180 km,Petrol,drive.com.au/cars-for-sale/car/969461696/
2021,Subaru,Forester,"$35,000Drive Away","Stuart Park, NT","50,202 km",Petrol,drive.com.au/cars-for-sale/car/969461854/
2023,Mazda,BT-50,"$65,103Drive Away","Noosaville, QLD",9 km,Diesel,drive.com.au/cars-for-sale/car/969461706/
2019,Toyota,Landcruiser,"$119,999*Excl. Govt. Charges","Canning Vale, WA","97,355 km",Diesel,drive.com.au/cars-for-sale/car/969461710/
2017,Volkswagen,Golf,"$38,990Drive Away","Kippa-Ring , QLD","73,522 km",Petrol,drive.com.au/cars-for-sale/car/969461711/
2019,Land,Rover Range Rover Evoque,"$45,167Drive Away","Girraween, NSW","57,722 km",Diesel,drive.com.au/cars-for-sale/car/969461730/
2020,Toyota,Hilux,"$44,384*Excl. Govt. Charges","Bentley , WA","77,759 km",Diesel,drive.com.au/cars-for-sale/car/969461743/
2018,Toyota,Landcruiser,"$89,980Drive Away","Acacia Ridge, QLD","98,015 km",Diesel,drive.com.au/cars-for-sale/car/969461751/
2023,SKODA,Kodiaq,"$59,990Drive Away","Botany, NSW",376 km,Petrol,drive.com.au/cars-for-sale/car/969461754/
2023,Mitsubishi,Eclipse Cross,"$43,250Drive Away","Robina, QLD",792 km,Petrol,drive.com.au/cars-for-sale/car/969461763/
2022,Toyota,Yaris Cross,"$39,025Drive Away","Rockdale , NSW","28,880 km",Petrol,drive.com.au/cars-for-sale/car/969461768/
2022,Mitsubishi,ASX,"$32,969*Excl. Govt. Charges","Maddington, WA","9,670 km",Petrol,drive.com.au/cars-for-sale/car/969461771/
2022,Mitsubishi,ASX,"$32,969*Excl. Govt. Charges","Maddington, WA","9,670 km",Petrol,drive.com.au/cars-for-sale/car/969461776/
2018,Holden,Commodore,"$23,724*Excl. Govt. Charges","Maddington, WA","95,887 km",Petrol,drive.com.au/cars-for-sale/car/969461791/
2018,Holden,Commodore,"$23,724*Excl. Govt. Charges","Maddington, WA","95,887 km",Petrol,drive.com.au/cars-for-sale/car/969461792/
2020,Isuzu,D-MAX,"$47,982*Excl. Govt. Charges","Canning Vale, WA","59,279 km",Diesel,drive.com.au/cars-for-sale/car/969461794/
2018,Holden,Commodore,"$25,700Drive Away","Belconnen, ACT","13,287 km",Petrol,drive.com.au/cars-for-sale/car/969461798/
2020,Toyota,Hilux,"$54,740Drive Away","Phillip, ACT","63,018 km",Diesel,drive.com.au/cars-for-sale/car/969461803/
2017,Toyota,Corolla,"$21,620Drive Away","Erina, NSW","58,258 km",Petrol,drive.com.au/cars-for-sale/car/969461810/
2008,Toyota,Landcruiser,"$42,999Drive Away",,"292,093 km",Diesel,drive.com.au/cars-for-sale/car/969461826/
2018,Toyota,Hilux,"$44,980Drive Away","Acacia Ridge, QLD","95,762 km",Diesel,drive.com.au/cars-for-sale/car/969461830/
2021,Mercedes-Benz,C-Class,"$217,990Drive Away","Port Melbourne  , VIC","5,623 km",Petrol,drive.com.au/cars-for-sale/car/969461833/
2021,Toyota,RAV4,"$39,120Drive Away","Stuart Park, NT","56,991 km",Petrol,drive.com.au/cars-for-sale/car/969461845/
2023,MG,ZS,"$23,990Drive Away","Townsville, QLD",20 km,Petrol,drive.com.au/cars-for-sale/car/969461561/
2020,Toyota,RAV4,"$41,990Drive Away","Mornington, VIC","58,988 km",Petrol,drive.com.au/cars-for-sale/car/969461527/
2023,MG,ZS,"$23,990Drive Away","Townsville, QLD",20 km,Petrol,drive.com.au/cars-for-sale/car/969461562/
2021,Honda,CR-V,"$36,490Drive Away","Nundah, QLD","81,322 km",Petrol,drive.com.au/cars-for-sale/car/969461534/
2023,MG,ZS,"$23,990Drive Away","Townsville, QLD",20 km,Petrol,drive.com.au/cars-for-sale/car/969461563/
2023,Hyundai,Tucson,"$44,855Drive Away","Indooroopilly , QLD",NA,Petrol,drive.com.au/cars-for-sale/car/969461545/
2023,GWM,Ute,"$42,990Drive Away","Cairns, QLD","2,025 km",Diesel,drive.com.au/cars-for-sale/car/969461576/
2017,Toyota,Hilux,"$18,025Drive Away","Girraween, NSW","239,782 km",Petrol,drive.com.au/cars-for-sale/car/969461548/
2023,Volkswagen,T-Cross,"$36,990Drive Away","Botany , NSW","1,501 km",Petrol,drive.com.au/cars-for-sale/car/969461586/
2023,MG,ZS,"$23,990Drive Away","Townsville, QLD",20 km,Petrol,drive.com.au/cars-for-sale/car/969461560/
2023,Volkswagen,T-Cross,"$34,990Drive Away","Botany , NSW","1,501 km",Petrol,drive.com.au/cars-for-sale/car/969461587/
2018,Toyota,Landcruiser Prado,"$75,990Drive Away","Southport, QLD","37,153 km",Diesel,drive.com.au/cars-for-sale/car/969461572/
2023,Volkswagen,T-Cross,"$36,990Drive Away","Botany , NSW","1,501 km",Petrol,drive.com.au/cars-for-sale/car/969461588/
2023,GWM,Tank 300,"$48,590Drive Away","Cairns, QLD","2,015 km",Petrol,drive.com.au/cars-for-sale/car/969461575/
2023,Volkswagen,T-Cross,"$34,990Drive Away","Botany , NSW","1,510 km",Petrol,drive.com.au/cars-for-sale/car/969461589/
2013,Peugeot,2008,"$13,990Drive Away",QLD,"80,100 km",Diesel,drive.com.au/cars-for-sale/car/969461579/
2023,Mitsubishi,Eclipse Cross,"$40,900Drive Away","Robina, QLD",9 km,Petrol,drive.com.au/cars-for-sale/car/969461627/
2023,Volkswagen,Golf,"$48,990Drive Away","Botany , NSW","1,501 km",Petrol,drive.com.au/cars-for-sale/car/969461585/
2023,GWM,Haval Jolion,"$34,485Drive Away","Robina, QLD",10 km,Petrol,drive.com.au/cars-for-sale/car/969461631/
2016,Porsche,Cayenne,"$69,697Drive Away","Brighton, VIC","71,806 km",Diesel,drive.com.au/cars-for-sale/car/969461604/
2023,GWM,Haval Jolion,"$31,990Drive Away","Robina, QLD",6 km,Petrol,drive.com.au/cars-for-sale/car/969461634/
2018,Toyota,Kluger,"$43,935Drive Away","Bundoora, VIC","70,000 km",Petrol,drive.com.au/cars-for-sale/car/969461610/
2023,Mitsubishi,Outlander,"$46,900Drive Away","Robina, QLD",6 km,Petrol,drive.com.au/cars-for-sale/car/969461635/
2016,Mitsubishi,Triton,"$31,888*Excl. Govt. Charges","Melville, WA","94,802 km",Diesel,drive.com.au/cars-for-sale/car/969461611/
2023,Mitsubishi,Outlander,"$51,900Drive Away","Robina, QLD",NA,Petrol,drive.com.au/cars-for-sale/car/969461643/
2023,Mitsubishi,Triton,"$65,740Drive Away","Robina, QLD",11 km,Diesel,drive.com.au/cars-for-sale/car/969461645/
2023,Mitsubishi,Triton,"$54,900Drive Away","Robina, QLD",13 km,Diesel,drive.com.au/cars-for-sale/car/969461646/
2018,Holden,Colorado,"$38,100Drive Away","West Gosford, NSW","95,000 km",Diesel,drive.com.au/cars-for-sale/car/969461625/
2023,Mitsubishi,Outlander,"$57,790Drive Away","Robina, QLD",4 km,Petrol,drive.com.au/cars-for-sale/car/969461626/
2014,Toyota,RAV4,"$22,990Drive Away","Brendale, QLD","127,069 km",Petrol,drive.com.au/cars-for-sale/car/969461657/
2023,GWM,Ute,"$42,085Drive Away","Robina, QLD",12 km,Diesel,drive.com.au/cars-for-sale/car/969461647/
2023,Mitsubishi,Outlander,"$41,990Drive Away","Essendon   , VIC","8,875 km",Petrol,drive.com.au/cars-for-sale/car/969461660/
2021,Kia,Rio,"$20,590Drive Away","Taree NSW, NSW","74,478 km",Petrol,drive.com.au/cars-for-sale/car/969461666/
2019,Suzuki,Jimny,"$36,990Drive Away","Cairns, QLD","46,569 km",Petrol,drive.com.au/cars-for-sale/car/969461668/
2017,Kia,Carnival,"$24,880*Excl. Govt. Charges","Gosnells, WA","97,870 km",Petrol,drive.com.au/cars-for-sale/car/969461402/
2017,Hyundai,Accent,"$19,990Drive Away","Laverton North, VIC","16,272 km",Petrol,drive.com.au/cars-for-sale/car/969461373/
2022,MG,MG3,"$16,490Drive Away","Brisbane, QLD","27,694 km",Petrol,drive.com.au/cars-for-sale/car/969461404/
2017,Isuzu,D-MAX,"$25,740Drive Away","Phillip, ACT","98,889 km",Diesel,drive.com.au/cars-for-sale/car/969461385/
2022,MG,MG3,"$16,490Drive Away","Brisbane, QLD","19,974 km",Petrol,drive.com.au/cars-for-sale/car/969461405/
2019,Toyota,Landcruiser Prado,"$54,888*Excl. Govt. Charges","Gosnells, WA","98,420 km",Diesel,drive.com.au/cars-for-sale/car/969461393/
2023,MG,MG3,"$19,990Drive Away","Glen Waverley, VIC",684 km,Petrol,drive.com.au/cars-for-sale/car/969461431/
2022,MG,MG3,"$16,490Drive Away","Brisbane, QLD","19,974 km",Petrol,drive.com.au/cars-for-sale/car/969461403/
2023,MG,MG3,"$21,490Drive Away","Glen Waverley, VIC",8 km,Petrol,drive.com.au/cars-for-sale/car/969461434/
2022,Volkswagen,Golf,"$37,950Drive Away","Springwood, QLD","14,712 km",Petrol,drive.com.au/cars-for-sale/car/969461411/
2022,MG,MG3,"$16,490Drive Away","Brisbane, QLD","19,974 km",Petrol,drive.com.au/cars-for-sale/car/969461406/
2021,BMW,X1,"$51,888Drive Away","Adelaide, SA","22,556 km",Petrol,drive.com.au/cars-for-sale/car/969461413/
2022,MG,MG3,"$15,990Drive Away","Brisbane, QLD","25,870 km",Petrol,drive.com.au/cars-for-sale/car/969461407/
2016,Mazda,MX-5,"$25,521Drive Away","Pennant Hills, NSW","91,732 km",Petrol,drive.com.au/cars-for-sale/car/969461416/
2023,MG,MG3,"$21,490Drive Away","Glen Waverley, VIC",5 km,Petrol,drive.com.au/cars-for-sale/car/969461437/
2017,Ford,Mustang,"$47,560Drive Away","Christies Beach, SA","45,395 km",Petrol,drive.com.au/cars-for-sale/car/969461422/
2021,Honda,Odyssey,"$55,261Drive Away","Willagee, WA","25,167 km",Petrol,drive.com.au/cars-for-sale/car/969461426/
2022,Toyota,Fortuner,"$65,240Drive Away","Grafton, NSW","6,590 km",Diesel,drive.com.au/cars-for-sale/car/969461459/
2023,MG,MG3,"$20,990Drive Away","Glen Waverley, VIC",6 km,Petrol,drive.com.au/cars-for-sale/car/969461428/
2023,BMW,X5,"$136,900Drive Away","Geelong, VIC","1,850 km",Diesel,drive.com.au/cars-for-sale/car/969461472/
2017,Porsche,Macan,"$61,900Drive Away","Alexandria, NSW","54,328 km",Petrol,drive.com.au/cars-for-sale/car/969461447/
2020,BMW,X5,"$99,900Drive Away","Geelong, VIC","19,253 km",Diesel,drive.com.au/cars-for-sale/car/969461473/
2023,Hyundai,Tucson,"$51,888*Excl. Govt. Charges","Melville, WA","2,179 km",Diesel,drive.com.au/cars-for-sale/car/969461456/
2020,Nissan,JUKE,"$28,124Drive Away","Melton, VIC","31,602 km",Petrol,drive.com.au/cars-for-sale/car/969461503/
2023,Toyota,Landcruiser,"$143,000Drive Away","Grafton, NSW","32,017 km",Diesel,drive.com.au/cars-for-sale/car/969461457/
2020,Mazda,BT-50,"$54,388Drive Away","Capalaba, QLD","38,474 km",Diesel,drive.com.au/cars-for-sale/car/969461463/
2006,Porsche,911,"$305,190Drive Away","Port Melbourne  , VIC","57,424 km",Petrol,drive.com.au/cars-for-sale/car/969461490/
2021,Mitsubishi,Pajero Sport,"$46,999Drive Away","Chermside, QLD","64,124 km",Diesel,drive.com.au/cars-for-sale/car/969461492/
2018,Ford,Everest,"$37,050Drive Away","Belconnen, ACT","142,388 km",Diesel,drive.com.au/cars-for-sale/car/969461495/
2019,Toyota,Landcruiser Prado,"$61,900Drive Away","Bundoora, VIC","69,000 km",Diesel,drive.com.au/cars-for-sale/car/969461506/
2023,Mitsubishi,Outlander,"$49,750Drive Away","Redcliffe, QLD",6 km,Petrol,drive.com.au/cars-for-sale/car/969461511/
2014,Mitsubishi,Mirage,"$12,355Drive Away","Minchinbury, NSW","156,509 km",Petrol,drive.com.au/cars-for-sale/car/969461514/
2023,Mitsubishi,Outlander,"$49,750Drive Away","Redcliffe, QLD",6 km,Petrol,drive.com.au/cars-for-sale/car/969461520/
2017,Toyota,Landcruiser,"$104,134Drive Away","Midland, WA","68,164 km",Diesel,drive.com.au/cars-for-sale/car/969461246/
2018,Kia,Rio,"$16,990Drive Away","Cairns, QLD","74,992 km",Petrol,drive.com.au/cars-for-sale/car/969461200/
2014,Jeep,Cherokee,"$19,512Drive Away","Midland, WA","91,240 km",Petrol,drive.com.au/cars-for-sale/car/969461247/
2022,Ford,Ranger,"$81,990Drive Away","Cairns, QLD","30,647 km",Diesel,drive.com.au/cars-for-sale/car/969461203/
2021,Suzuki,Jimny,"$38,990Drive Away","Cairns, QLD","17,117 km",Petrol,drive.com.au/cars-for-sale/car/969461201/
2020,Mercedes-Benz,GLB-Class,"$55,990Drive Away","Aspley, QLD","34,723 km",Petrol,drive.com.au/cars-for-sale/car/969461204/
2019,BMW,X1,"$39,785Drive Away","Welshpool, WA","62,806 km",Petrol,drive.com.au/cars-for-sale/car/969461256/
2015,Toyota,Landcruiser Prado,"$59,639Drive Away","Welshpool, WA","147,506 km",Diesel,drive.com.au/cars-for-sale/car/969461258/
2022,Ford,Everest,"$49,841Drive Away","Edgewater, WA","9,412 km",Diesel,drive.com.au/cars-for-sale/car/969461213/
2019,Mitsubishi,Pajero Sport,"$50,975Drive Away","Welshpool, WA","66,036 km",Diesel,drive.com.au/cars-for-sale/car/969461261/
2021,Mitsubishi,ASX,"$26,977*Excl. Govt. Charges","Bentley , WA","19,076 km",Petrol,drive.com.au/cars-for-sale/car/969461215/
2019,Volkswagen,Golf,"$45,990*Excl. Govt. Charges","Eagle Farm, QLD","56,794 km",Petrol,drive.com.au/cars-for-sale/car/969461312/
2018,Nissan,Navara,"$38,990*Excl. Govt. Charges","Maddington, WA","79,134 km",Diesel,drive.com.au/cars-for-sale/car/969461229/
2021,Ford,Ranger,"$51,990*Excl. Govt. Charges","Bentley , WA","45,770 km",Diesel,drive.com.au/cars-for-sale/car/969461281/
2018,Nissan,Navara,"$38,990*Excl. Govt. Charges","Maddington, WA","79,134 km",Diesel,drive.com.au/cars-for-sale/car/969461233/
